id,类别,等级,名字,描述,基础威力,经验系数,修炼效果,运功效果,威力系数,修炼需求,攻击范围,伤害范围,使用特效,内力消耗,所属势力,使用目标,攻击架势,防御架势,召唤ID,使用次数,动作,子弹,特效,使用武器,伤害顺序,角色位移,Trail,隐藏
755,长兵,3,寻龙枪诀,霸刀门主眺望西北戈壁山脉走势时所创，其枪势随山脊蜿蜒起伏，层峦叠嶂，心容山海之人方能得其真意,17,1.1,长兵潜力1;长兵1;意志1,,意志3;长兵3;内力0.1,长兵40;意志40,"3,1,1","2,0,2",壮骨0.05;活血0.05,11,12,0,心14;腹8,心8;腹4,,,skill3_1,,龙腾爆-Target-Grid-Happen,长兵,Same,FALSE,0,0
756,绝技,4,霸王卸甲,霸刀门专攻盔甲防护薄弱位置之绝技，一旦连接处被砍断，敌人周身铠甲便轰然落地，此后自然破绽百出，不堪一击,,0.9,绝技潜力2;力道潜力1,绝技10;力道10;刀法威力0.05;破甲0.05;穿甲0.05;减伤8,,绝技55;力道45,,,,0,12,0,,,,,,,,,Same,FALSE,0,0
757,刀法,4,天命刀法,"上应天命,下从人心之刀法，出手时引动全身霸道无比之劲道，去势威猛，勇往直前，可谓天命所归，所向披靡",22,1,刀法潜力2;刀法1;力道1,,力道4;刀法4,刀法55;力道50,"4,0,0","5,1,3",壮骨0.05;破甲0.05;死战0.05,16,12,0,头15;胸15,头4;胸2,,,skill2_1,,劈砍_红连续-Target-Grid-Start;地爆-Target-Grid-Happen,刀,Distance,FALSE,0,0
758,刀法,4,缺月弯刀,此刀法孤傲诡谲，去势如同天边一轮残月，以弧线向下勾连，寒冷皎洁之刀光亦四下照射，能够穿透世间一切壁障,21,1.1,力道潜力2;体质潜力1,,体质3;刀法5;内力0.1,刀法65;体质45,"2,1,2","3,0,2",外伤0.06;凝血0.05;穿甲0.05,14,12,0,手12;心11,手7;心7,,,skill2_2,,弯月-Target-Grid-Happen,刀,Same,FALSE,0,0
759,长兵,4,霸王枪法,西楚霸王项羽所传，一式极尽霸道之枪法，扫八荒，清六合，荡平群魔，铲除奸邪，只在举手之间,23,1,长兵潜力2;长兵1;意志1,,意志3;长兵4,长兵60;意志45,"4,0,0","4,1,4",真伤0.06;重碾0.04;坚毅0.04,15,12,0,胸12;腹11,胸7;腹7,,,skill3_0,,墨爪爆-Target-Grid-Happen;墨旋-Target-Grid-Start,长兵,Same,FALSE,0,0
760,刀法,5,霸刀一式,霸刀门主虽资质愚钝但天生神力，因此刀招极为简朴，却能将人体力道发挥至极限，一刀之下，便有轰天裂地，劈山断海之威,28,0.8,刀法潜力2;力道潜力1;体质潜力1,,力道4;体质5;刀法2,刀法65;力道55;体质45,"2,2,2","0,0,2",外伤0.04;真伤0.04;重碾0.04,19,12,0,头12;手12;胸12,头3;手3;胸3,,,skill2_1,,血爪卷-Target-Grid-Start;狂劈-Target-Grid-Happen,刀,Distance,FALSE,0,0
761,内功,0,抱元诀,蓬莱派入门心法，有屏息凝神，保养元气之功效，修道练剑之人多有修习,,1,内功1,生命上限10;内力上限30;内功4;经脉4;剑法威力0.04,,内功5;经脉5,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
762,轻功,0,倒骑驴,仿张果老倒骑驴，倒着向后奔跑纵跃之法，可避开迎面之攻势,,0.9,轻功1,轻功2;灵巧2;闪避0.08,,轻功5,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
763,绝技,0,通气法,借助大口呼吸，气灌天灵，从而安定神智，平稳心境之法,,0.8,绝技1,绝技4;意志4;回内0.006,,绝技5,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
764,剑法,0,八仙剑法,蓬莱派入门剑法，假托八仙诸形分为八大架势，快慢相济，刚柔有度,10,1,剑法1,,灵巧1;剑法2;内力0.2,剑法10,"4,0,0","4,1,2",蓄力0.04,5,13,0,心15,心10,,,skill1_0,,劈砍_蓝大-Target-Grid-Happen,剑,Same,FALSE,0,0
765,剑法,0,碧波剑法,将内息缠绕于剑上，使之柔韧回转，波涛荡漾，可荡开力道较弱的攻势,9,1,剑法1,,经脉2;剑法1;内力0.2,剑法5;经脉10,"0,1,1","3,0,1",断招0.06,4,13,0,手14,手12,,,skill1_1,,水滴-Target-Grid-Happen,剑,Same,FALSE,0,0
766,奇门,0,天女散花篮,仿照蓝采和法宝以铁条编成，云游八方时能作容器，如遇拦路盗匪，也可遮挡利刃和暗器的袭击,8,1.1,奇门1,,意志1;奇门2;内力0.1,奇门5,"3,1,2","7,0,0",铜皮0.06,3,13,0,头13,头13,,,skill4_6,,花散-Target-Grid-Happen,扇,Distance,FALSE,0,0
767,内功,1,灵宝毕法功,钟离权所创蓬莱派修真心法，内含阴阳调和，修生养息，运气御剑等基础之法门,,1,内功1;经脉1,生命上限20;内力上限60;内功6;经脉6;调息0.02;剑法威力0.04,,内功15;经脉10,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
768,轻功,1,泅水术,蓬莱派地处海边，因而有此在海水中修炼之法，功成者迎风破浪，泅水浮波，颇为轻松惬意,,0.9,轻功1;灵巧1,轻功6;灵巧6;飘逸0.06,,轻功10;灵巧10,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
769,绝技,1,丹砂诀,蓬莱派基础内丹法门，其炼气者，需冥心定息，元寂绵绵，直至气入丹田，丹火旺盛,,0.9,意志1;经脉1,绝技4;意志4;经脉4;调息0.06,,绝技10;意志10,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
770,剑法,1,风波十三式,此十三式有如海风逐浪，洋洋洒洒，其中蕴含内劲更是层层叠叠，连绵不绝,12,1.1,剑法1;经脉1,,经脉2;剑法2;内力0.1,剑法15;经脉15,"0,1,1","7,0,0",内劲0.06,10,13,0,手16,手12,,,skill1_2,,喷水-Target-Grid-Happen;清风-Target-Grid-Happen,剑,Same,FALSE,0,0
771,剑法,1,流云剑术,蓬莱高人观海边流云所创，剑势时而聚拢，时而飘散，以虚胜实，难以捉摸,11,1,剑法1;灵巧1,,灵巧1;剑法3;内力0.2,剑法20;灵巧10,"4,0,0","4,1,3",飘逸0.06,9,13,0,心17,心13,,,skill1_1,,烟雾-Target-Grid-Happen;乱刃-Target-Grid-Happen,剑,Same,FALSE,0,0
772,奇门,1,芭蕉铁扇功,钟离权所传之扇法，招式开合有度，擅以凌厉劲风扰乱敌人，关键时刻也可做格挡之用,10,0.9,奇门1;智力1,,意志1;奇门3;内力0.2,奇门10;意志10,"4,0,0","5,1,2",疲劳0.04;铜皮0.04,8,13,0,头15,头14,,,skill4_6,,清风-Target-Grid-Happen;叶轮-Target-Grid-Happen,扇,Distance,FALSE,0,0
773,内功,2,长生真诀,蓬莱修真者大多追求长生，此法抱神以静，心如止水，直至目无所见，耳无所闻，入无穷之门，则内息自生矣,,1,内功2;经脉1,生命上限30;内力上限90;内功9;经脉9;调息0.06;剑法威力0.02,,内功30;经脉20,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
774,轻功,2,乘风归,海边多风，因而蓬莱派有此借助风力移动之法，只需清风一起，便可乘风而行，姿态颇为潇洒飘逸,,0.9,轻功2;灵巧1,轻功9;灵巧9;闪避0.08,,轻功30;灵巧20,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
775,绝技,2,剑气歌,此歌诀壮怀激烈，豪气干云，需以手指一边弹击剑刃，一边吟咏历代侠客风姿，其隐意颇深，只有深谙剑道者方能领会,,0.9,绝技1;意志1;剑法1,灵巧6;意志6;剑法6;剑法威力0.08,,绝技20;意志20;剑法20,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
776,剑法,2,花飞蝶舞剑,相传乃无名女冠所创之剑法，轻巧灵动，曼妙翩跹，如蝴蝶飞舞，花瓣飘散，颇具观赏性，于剑法修为亦大有裨益,14,1,剑法2;灵巧1,,灵巧3;剑法2;内力0.2,剑法25;灵巧25,"3,1,1","2,0,1",飘逸0.08,14,13,0,手10;心8,手8;心6,,,skill1_2,,红花-Target-Grid-Happen;快刃-Target-Grid-Happen,剑,Same,FALSE,0,0
777,剑法,2,沧海追风剑,攻势凌厉，出手迅猛之剑法，一招既出，全身内劲随剑身追风赶月而去，轻功高绝之人亦难以逃避,16,1,剑法1;经脉2,,经脉2;剑法3;内力0.1,剑法30;经脉20,"4,0,0","4,1,3",轻灵0.08,16,13,0,足8;腹12,足4;腹6,,,skill1_0,,喷泉-Target-Grid-Happen,剑,Distance,FALSE,0,0
778,奇门,2,天花引,韩湘子所作之洞箫曲，辞语空灵玄奥，摄人心神，可令听者如闻仙乐，心醉神迷之间不能自已,3,1.1,奇门2;体质1,,意志2;奇门2;内力0.2,奇门30;意志15,"1,1,3","7,0,0",定身0.1;昏沉0.1,12,13,0,头23,头7,,,skill4_8,,花散-Target-Grid-Happen;音波-Target-Grid-Happen,琴,Distance,FALSE,0,0
779,内功,3,仙人抚顶功,蓬莱派秘传修真之法，仙人抚我顶，结发受长生，习此功法时自有一股真气自百会穴而下，若能一路破关抵达丹田，便可大增功力,,1.1,内功潜力1;内功1;经脉1,生命上限60;内力上限100;内功12;经脉12;内伤0.05;剑法威力0.05,,内功45;经脉30,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
780,轻功,3,青烟飞絮,轻巧缥缈，虚幻空灵之轻功法门，修习者身形有如青烟萦绕，飞絮飘散，寻常招式难以触其分毫,,1.1,轻功潜力1;轻功1;灵巧1,轻功12;灵巧12;闪避0.1,,轻功45;灵巧30,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
781,绝技,3,灵剑幻花,蓬莱派独特运劲法门，可令剑尖高速颤动，舞出幻影剑花，使任何剑招都带有迷惑性，令敌人难以判断其走势,,1,经脉潜力1;意志1;剑法1,灵巧8;意志8;剑法8;飘逸0.05;剑法威力0.05,,绝技30;意志30;剑法40,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
782,剑法,3,溟海逐月剑,需于月升之时修炼，吸收午夜阴气来滋养自身剑气的道家剑法，一经施展，则剑光闪闪，寒气逼人，如皎月西沉，令朔风四起,17,1.1,剑法潜力1;剑法1;灵巧1,,灵巧2;剑法4;内力0.2,剑法50;灵巧25,"2,1,3","7,0,0",飘逸0.05;冰寒0.05,18,13,0,足12;腹18,足8;腹6,,,skill1_2,,水滴-Target-Grid-Start;弯月-Target-Grid-Happen,剑,Distance,FALSE,0,0
783,剑法,3,朝阳一气剑,需于日出之时修炼，吸收清晨阳气来温养自身剑气的道家剑法，一经施展，则剑光滚滚，辉耀湛然，如旭日东升，令群邪辟易,18,1,剑法潜力1;剑法1;经脉1,,经脉4;剑法2;内力0.1,剑法45;经脉30,"4,0,0","4,1,4",阻滞0.05;灼烧0.05,20,13,0,手8;心14,手8;心4,,,skill1_0,,天火-Target-Grid-Happen,剑,Distance,FALSE,0,0
784,奇门,3,冲天渔鼓,张国老所授克敌之法，以内劲击打鼓身时响声震天动地，气冲云霄，能吓退凶邪，震慑敌人心神,10,0.9,奇门潜力1;奇门1;力道1,,意志3;奇门3;内力0.2,奇门40;意志35,"0,1,3","7,0,0",昏沉0.08;定神0.08,19,13,0,头14;心10,头2;心6,,,skill4_8,,喷水-Target-Grid-Happen;音波-Target-Grid-Happen,琴,Distance,FALSE,0,0
785,内功,4,紫微星诀,紫微斗数推命之术演化而来，将经脉穴位与天空星辰对应，根据每日天象与命盘转化来推算对应的内力运行路径，此后修为自然突飞猛进，如有神助,,1.2,内功潜力2;内功1;经脉1,生命上限30;内力上限170;内功15;经脉15;内伤0.06;剑法威力0.06,,内功65;经脉50,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
786,轻功,4,凌波虚渡,世间轻功大多为腿脚窜纵之术，而此轻功玄妙则可腾空以内息推进而行，凌空时全身静止不动，唯有衣袂飘飘，宛如驭气飞行,,1.1,轻功潜力2;轻功1;意志1,轻功15;意志10;灵巧5;飘逸0.12,,轻功60;意志45;灵巧40,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
787,绝技,4,大道剑诀,食指中指并拢伸直，如剑指向敌方之手势，可借此测算敌我距离和行动方位，从而于高手相争之时攻敌必取，料敌机先,,1.1,经脉潜力1;灵巧潜力1;灵巧1;剑法1,灵巧10;意志10;剑法10;剑法威力0.12,,绝技45;灵巧45;剑法55,,,,0,13,0,,,,,,,,,Same,FALSE,0,0
788,剑法,4,碧海飞仙剑,蓬莱派第三代掌门凌霄子在海边练剑时，曾目睹海市蜃楼间仙女舞剑，便默记下招式，最终创出这套碧海飞仙剑，其招飘逸绝伦，使人如见飞仙之丰神绰约。,20,1,灵巧潜力2;剑法1;灵巧1,,灵巧4;剑法3;内力0.2,剑法60;灵巧45,"1,1,2","1,0,1",飘逸0.06;轻灵0.06,24,13,0,手14;心9,手6;心9,,,skill1_2,,蓝旋风-Target-Grid-Happen,剑,Same,FALSE,0,0
789,剑法,4,纯阳剑法,相传是纯阳祖师吕洞宾所创之剑术，招式沉雄古逸，力道绵绵，使此术者当翦除邪恶，斩杀凶顽，消除浮世不平之事。,22,1.1,剑法潜力2;剑法1;经脉1,,经脉3;剑法4;内力0.1,剑法55;经脉50,"4,0,0","4,1,5",内伤0.05;调息0.05;截脉0.05,27,13,0,头12;胸12,头6;胸6,,,skill1_0,,火焰爆发-Target-Grid-Happen,剑,Same,FALSE,0,0
790,奇门,4,铁拐化龙,八仙之首铁拐李所传奇门，有劈金碎石之威能，其中更有将铁拐一击掷出，直捣黄龙，再以内劲吸回手中的神奇招式,23,1,奇门潜力2;奇门1;智力1,,意志3;奇门4;内力0.1,奇门60;意志45,"0,1,5","0,0,0",失衡0.06;重碾0.06,26,13,0,心18;腹9,心4;腹4,,,skill4_3,,喷墨-Target-Grid-Happen,鞭,Same,FALSE,0,0
791,奇门,4,五尺混天绫,一卷平平无奇之蚕丝绫布，在深厚内力和独特手法挥舞之下，迎风招展，遮天蔽日，可缠卷兵刃，绑缚敌身，其曲折回环间如有灵性,18,0.9,经脉潜力2;奇门1;意志1,,经脉5;奇门2;内力0.2,奇门50;经脉55,"1,1,2","7,0,0",手臂点穴0.05;腿足点穴0.05;阻滞0.05,25,13,0,手9;足16,手9;足5,,,skill4_5,,冰龙卷-Target-Grid-Happen,鞭,Distance,FALSE,0,0
792,内功,5,敲爻歌诀,吕洞宾所创长诗，字字蕴含道家修真之无上法门，玄通天地，神游虚空，大成者如得吕祖亲传，正是：附耳低言玄妙旨，提上蓬莱第一峰,,1.2,内功潜力2;经脉潜力1;意志潜力1,生命上限40;内力上限200;内功18;经脉18;内伤0.06;轻灵0.06;通脉0.06,,内功75;经脉65;意志55,,,,22,13,0,,,,,,,,,Same,FALSE,0,0
793,剑法,5,天遁剑法,神妙非凡，玄机莫测，与凡间剑法有云泥之别，传说乃火龙真人所授仙法，吕祖有诗赞曰：庞眉斗竖恶精神，万里腾空一踊身。背上匣中三尺剑，为天且示不平人。,20,1.3,剑法潜力2;经脉潜力1;灵巧潜力1,,经脉3;灵巧3;剑法3;内力0.4,剑法80;灵巧70;经脉60,"2,4,6","0,0,1",内伤0.06;截脉0.06;内劲0.06,30,13,0,头9;心9;腹9,头5;心5;腹5,,,skill1_0,,天剑-Target-Grid-Happen,剑,Distance,FALSE,0,0
794,内功,0,坐忘功,峨眉派入门道家心法，修习者需在坐禅之时忘却己身，排除杂念，清心净性，真气自生,,1.1,内功1,生命上限10;内力上限30;内功3;经脉3;反击0.06,,内功10;经脉5,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
795,轻功,0,猿公跳涧,模仿猿猴越过山涧的纵跳之法，练习者腿部发力与落脚地点稍有偏差便会落入水中，狼狈不堪,,0.9,轻功1,轻功4;灵巧4;舒筋0.04,,轻功5;灵巧5,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
796,绝技,0,凝心诀,峨眉入门弟子必须熟记之口诀，有凝聚心神，锻炼智慧之功效,,1,绝技1,绝技4;智力4;慧眼0.04,,绝技10,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
797,拳掌,0,鸭形拳,峨眉山养鸭道士所创，身体左摇右摆，前后晃动，古朴笨拙中隐藏着奇特的拳法技巧,11,0.9,拳掌1,,智力2;拳掌1;内力0.1,拳掌5,"3,1,1","0,0,0",笨拙0.04,6,14,0,足12,足12,,,skill0_0,,乱刃-Target-Grid-Happen,拳,Same,FALSE,0,0
798,拳掌,0,三十六闭手,灵巧协调之拳法，其三十六式变化多端，连环紧扣，擅长封禁敌手，避实打虚,9,1.1,拳掌1,,经脉2;拳掌2;内力0.1,拳掌10;经脉5,"1,1,1","0,0,0",通脉0.02;伤筋0.02,4,14,0,手12,手14,,,skill0_1,,战轮-Target-Grid-Happen,拳,Same,FALSE,0,0
799,剑法,0,静心剑法,此剑法暗含修道之理，需平心静气方能发挥威力，修习者越是急于求成，越是难以精进,10,0.9,剑法1,,灵巧1;剑法2;内力0.2,剑法5,"4,0,0","4,1,2",调息0.04,5,14,0,心14,心11,,,skill1_0,,十字斩-Target-Grid-Happen,剑,Same,FALSE,0,0
800,内功,1,临济十二庄,庄者四通八达之大道也，此功法共天地之心、龙鹤风云、大小幽明道路十二条，条条皆是修持气脉，元养筋骨之精妙法门,,1.1,内功1;经脉1,生命上限30;内力上限50;内功6;经脉6;反击0.06,,内功15;经脉15,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
801,内功,1,峨眉归藏功,峨眉所夺得的龙胤归藏功一部分，因内容较少而融入了大量峨眉心法，可以提升修习者的行动之灵巧,,1.1,灵巧潜力1,生命上限50;内力上限30;内功4;灵巧4;经脉4;意志2;通脉0.06,,内功15;灵巧10;意志5,,,,0,14,0,,,,,,,,,Same,FALSE,0,1
802,轻功,1,峨眉虎步功,模仿老虎神态之步法，亦步亦趋，不疾不徐，耽耽虎视，顾盼生威，对于腰腿部劳损亦有保健功效,,0.9,轻功1;灵巧1,轻功4;力道4;灵巧4;舒筋0.06,,轻功15;灵巧10,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
803,绝技,1,清静归一法,盘腿打坐内观，可视自身脏腑气脉五色盛衰之相，直至影相发白融为一体，自感遍体舒爽，烦恼去尽，入清净之境矣,,1,绝技1;智力1,绝技6;智力6;慧眼0.06,,绝技15;智力10,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
804,拳掌,1,至云纽丝拳,劲道阴柔细密之拳法，以缠丝之劲道限制敌方关节扭动，令其难以发力，从而以巧胜强,12,1,拳掌1;智力1,,智力2;拳掌1;内力0.2,拳掌15;智力15,"0,1,2","0,0,0",手臂点穴0.03;伤筋0.03,10,14,0,手15,手13,,,skill0_0,,旋风-Target-Grid-Happen,拳,Same,FALSE,0,0
805,拳掌,1,白猿通臂拳,德源长老仿猿猴姿态所创拳法，效猿之长臂为形，仿猿之灵快为意，发劲自背、肩、肘贯通一气，放长击远，攻守灵活,11,0.9,拳掌1;经脉1,,经脉3;拳掌2;内力0.1,拳掌10;经脉15,"4,0,0","4,1,3",不屈0.06,9,14,0,腹18,腹10,,,skill0_0,,爆叶-Target-Grid-Happen,拳,Same,FALSE,0,0
806,剑法,1,猿公剑法,此剑法身形不定，左右纵跳，同时随意出手，招无定形，心无定意，其路数亦如猿猴般灵活善变，难以捉摸,13,1.1,剑法1;灵巧1,,灵巧1;剑法3;内力0.1,剑法20;灵巧10,"2,1,2","7,0,0",舒筋0.03;通脉0.03,11,14,0,心19,心9,,,skill1_1,,旋叶-Target-Grid-Happen;穿刺_灰黄-Target-Grid-Happen,剑,Same,FALSE,0,0
807,内功,2,灵悟自然功,峨眉派进阶内功心法，强调灵感领悟，以道法自然为宗旨，令身心均回归混沌自然之境，自可以祛病强身，充盈经脉,,1.1,内功2;经脉1,生命上限50;内力上限70;内功9;经脉9;恢复0.04;反击0.04,,内功30;经脉25,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
808,轻功,2,步步生莲,修此轻功者却需先修心，内心若清明洁净，纤尘不染，其脚步自然轻盈愉快，一步一莲，常人追之莫及,,1,轻功2;灵巧1,轻功9;灵巧9;速度0.08,,轻功30;灵巧20,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
809,绝技,2,莲花宝笈,将唐密和藏密修行之法大胆引入道家修真法门的峨眉秘籍，只有悟性高超者方可翻阅，否则极易坠入邪道,,1.3,绝技1;智力2,绝技6;智力6;经脉6;反击0.04;慧眼0.04,,绝技25;智力35,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
810,拳掌,2,金顶绵掌,以防御见长的掌法，运转舒展绵长，能用柔劲卸去来袭力道，无论对方如何使劲，皆如打在棉花上一般无从着力,14,0.9,拳掌2;智力1,,智力2;拳掌2;内力0.3,拳掌25;智力20,"0,1,1","0,0,1",疲劳0.04;不屈0.04,13,14,0,头8;腹8,头8;腹8,,,skill0_1,,清风-Target-Grid-Start;羽毛-Target-Grid-Happen,拳,Same,FALSE,0,0
811,拳掌,2,峨眉鹰爪功,臂如鹰展，指如钢钩，气提丹田，大力开合，周身关节亦咯咯作响，猎物一旦被擒便再难挣脱,16,1,拳掌1;经脉2,,经脉1;拳掌3;内力0.2,拳掌30;经脉20,"4,0,0","4,1,2",手臂点穴0.08,17,14,0,手21,手9,,,skill0_0,,十字爪-Target-Grid-Happen,拳,Same,FALSE,0,0
812,剑法,2,回风拂柳剑,此剑法柔软灵动，如风中之摆柳，劲道不绝，后招不断，在回环往复之间，不断尝试攻敌死角以制胜,15,1,剑法2;灵巧1,,灵巧2;剑法3;内力0.1,剑法30;灵巧25,"3,1,1","0,0,1",舒筋0.04;慧眼0.04,14,14,0,心18,心13,,,skill1_2,,墨卷-Target-Grid-Happen;旋叶-Target-Grid-Happen,剑,Same,FALSE,0,0
813,内功,3,莲花玄功,峨眉派佛道融合之内功心法，以佛门莲花部密法为根，结合道家修炼与五行玄术，有流通经脉，运转周天之功效,,1.1,内功潜力1;内功1;经脉1,生命上限40;内力上限120;内功12;经脉12;恢复0.05;慧眼0.05,,内功50;经脉30,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
814,轻功,3,灵狐拜月步,传说峨眉祖师曾于赏月之时，见一灵狐望月而拜，其神情诚恳虔敬，身形灵动优雅，不似凡间应有之意,,0.9,轻功潜力1;轻功1;灵巧1,轻功12;灵巧12;舒筋0.05;反击0.05,,轻功45;灵巧25,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
815,绝技,3,七星横链,将体内七处要穴以真气相连的绝学，可形成一快速强劲的小周天循环，从而大大增加自身发力和经脉运行速度,,1.1,灵巧潜力1;经脉潜力1,灵巧8;智力8;经脉8;通脉0.05;反击0.05,,智力35;经脉35;灵巧35,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
816,拳掌,3,兰花拂穴手,精巧绝伦的点穴手法，手指似兰花翘起，招式优雅，气度闲逸，看似柔弱无骨，却能于不动声色间制人多处要穴,17,1,拳掌潜力1;灵巧潜力1,,智力2;拳掌3;内力0.3,拳掌50;智力25,"0,1,3","0,0,0",手臂点穴0.04;头颈点穴0.04;腰腹点穴0.04,20,14,0,手12;腹10,手4;腹8,,,skill0_2,,红花-Target-Grid-Start;莲花转-Target-Grid-Happen,拳,Same,FALSE,0,0
817,拳掌,3,金刚三昧掌,天竺佛门掌法，出招前需摒除杂念，屏息凝神，随后一掌击出，金光迸射，邪魔崩摧，但若心有杂念威力亦会大减,19,1.1,经脉潜力1;拳掌1;经脉1,,经脉3;拳掌2;内力0.2,拳掌45;经脉40,"4,0,0","4,1,3",真伤0.04;伤筋0.04,23,14,0,胸16;心8,胸6;心4,,,skill0_1,,佛爆-Target-Grid-Happen;闪光-Target-Grid-Happen,拳,Same,FALSE,0,0
818,剑法,3,玄女九式,九天玄女通晓兵法数术，因此剑法虽只有九式，却蕴含机巧变化万千，九剑尽出便能组成剑阵，被笼罩者插翅亦难飞,18,1,剑法潜力1;剑法1;灵巧1,,灵巧4;剑法2;内力0.1,剑法40;灵巧35,"0,2,2","1,0,1",舒筋0.05;笨拙0.05,19,14,0,心14;足6,心8;足6,,,skill1_2,,墨圆斩-Target-Grid-Happen,剑,Same,FALSE,0,0
819,内功,4,梵文贝叶经,暹罗国王所赠之秘宝，乃天竺僧人以贝多罗叶为纸以泥金为墨所写之经书，内含极为精深的佛法和内家修行法门，非智慧非凡者难以参悟,,1.2,内功潜力2;内功1;经脉1,生命上限60;内力上限110;内功8;智力8;体质8;经脉8;通脉0.06;慧眼0.06;自愈3,,内功60;经脉50;智力40,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
820,轻功,4,舍身飞渡,峨眉金顶东面有一悬崖名舍身崖，雄险奇伟，修习者需以舍身勇气一跃而下，于悬崖上攀援横渡直至谷底，功力稍浅者恐有粉骨碎身之虞,,1.1,轻功潜力2;轻功1;灵巧1,轻功15;灵巧15;舒筋0.06;不屈0.06,,轻功65;灵巧45,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
821,绝技,4,金顶佛光,峨眉禅修之法，以浩然正气和纯净无匹的内息充盈百会、玉枕、印堂等头部要穴，便能产生形似佛顶宝光的七色光环，智慧灿然，元气殊胜,,1,智力潜力2;经脉潜力1,智力15;经脉15;慧眼0.05;脆弱0.05;目盲0.05,,智力55;经脉55,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
822,拳掌,4,天罡指穴功,威力惊人内力消耗也极大的指法，以强大劲道专攻要害薄弱处，即便硬功卓绝之人，一旦罩门被击中，也难免为之洞穿,22,1,拳掌潜力2;拳掌1;智力1,,智力2;拳掌4;内力0.3,拳掌65;智力40,"4,0,0","4,1,4",脆弱0.04;头颈点穴0.04;腰腹点穴0.04,28,14,0,头10;腹14,头9;腹4,,,skill0_2,,雷击-Target-Grid-Happen;八卦光-Target-Grid-Happen,拳,Same,FALSE,0,0
823,拳掌,4,天罡雷轰掌,威力惊人内力消耗也极大的掌法，将阴阳两股精纯真气凝聚掌心，借劈掌之力将其剧烈融合，所到之处雷鸣震天，无坚不摧，无物不毁,24,0.9,经脉潜力2;拳掌1;经脉1,,经脉4;拳掌2;内力0.2,拳掌55;经脉50,"0,1,3","0,0,1",真伤0.06;雷电0.06,30,14,0,头16;手8,头4;手8,,,skill0_1,,雷暴-Target-Grid-Happen;八卦光-Target-Grid-Happen,拳,Same,FALSE,0,0
824,剑法,4,灭心绝情剑,峨眉高人走火入魔之时无意所创，需泯灭本心，断绝七情六欲，出手之时自然无牵无挂，无所顾忌，只求速杀，于敌于己皆不留丝毫余地，因其杀心过盛不可轻易使用,23,1.1,剑法潜力2;剑法1;灵巧1,,灵巧3;剑法4;内力0.1,剑法60;灵巧45,"2,1,3","7,0,0",杀机0.06;弱点0.06,25,14,0,心15;腹7,心6;腹8,,,skill1_0,,劈砍_红连续-Target-Grid-Start;劈砍_红多重-Target-Grid-Happen,剑,Same,FALSE,0,0
825,内功,5,三洞灵宝经,传说太上老君在峨眉山授于轩辕黄帝之天书，其中万法糅杂，儒道佛兼备，清音霄畅，万真降庭，被奉为道法之宗，群经之首,,1.2,内功潜力1;经脉潜力2;智力潜力1,生命上限80;内力上限160;内功10;经脉10;灵巧10;智力10;通脉0.05;醒脑0.05;慧眼0.05;真伤0.05,,内功75;经脉70;智力60,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
826,轻功,5,诸天化身步,一步一幻影，一步一化身，以玄妙步法和高超修为感应诸天众神的玄奇功法，挪步之间能飞渡虚空，跨越山海，清净光明，变化自在，常享胜妙快乐,,1.1,轻功潜力1;灵巧潜力2;智力潜力1,轻功9;灵巧9;经脉9;智力9;舒筋0.05;定神0.05;复生0.05;神行0.05,,轻功70;灵巧65;智力55,,,,0,14,0,,,,,,,,,Same,FALSE,0,0
